EpiOrStroma	Mean.Layer.1	Mean.Layer.2	Mean.Layer.3	Standard.deviation.Layer.1	Standard.deviation.Layer.2	Standard.deviation.Layer.3	Skewness.Layer.1	Skewness.Layer.2	Skewness.Layer.3	Ratio.Layer.1	Ratio.Layer.2	Ratio.Layer.3	Min..pixel.value.Layer.1	Min..pixel.value.Layer.2	Min..pixel.value.Layer.3	Max..pixel.value.Layer.1	Max..pixel.value.Layer.2	Max..pixel.value.Layer.3	Mean.of.inner.border.Layer.1	Mean.of.inner.border.Layer.2	Mean.of.inner.border.Layer.3	Mean.of.outer.border.Layer.1	Mean.of.outer.border.Layer.2	Mean.of.outer.border.Layer.3	Border.Contrast.Layer.1	Border.Contrast.Layer.2	Border.Contrast.Layer.3	Contrast.to.neighbor.pixels.Layer.1..3.	Contrast.to.neighbor.pixels.Layer.2..3.	Contrast.to.neighbor.pixels.Layer.3..3.	Edge.Contrast.of.neighbor.pixels..Prototype..Layer.1..3.	Edge.Contrast.of.neighbor.pixels..Prototype..Layer.2..3.	Edge.Contrast.of.neighbor.pixels..Prototype..Layer.3..3.	StdDev..to.neighbor.pixels.Layer.1..3.	StdDev..to.neighbor.pixels.Layer.2..3.	StdDev..to.neighbor.pixels.Layer.3..3.	Circular.Mean.Layer.1..R1..User..3..R2..Same...R1...border.	Circular.Mean.Layer.2..R1..User..3..R2..Same...R1...border.	Circular.Mean.Layer.3..R1..User..3..R2..Same...R1...border.	Circular.StdDev.Layer.1..R1..User..3..R2..Same...R1...border.	Circular.StdDev.Layer.2..R1..User..3..R2..Same...R1...border.	Circular.StdDev.Layer.3..R1..User..3..R2..Same...R1...border.	Circular.StdDev.Mean.Layer.1..R1..User..3..R2..Same...R1...border.	Circular.StdDev.Mean.Layer.2..R1..User..3..R2..Same...R1...border.	Circular.StdDev.Mean.Layer.3..R1..User..3..R2..Same...R1...border.	Mean.Diff..to.neighbors.Layer.1..0.	Mean.Diff..to.neighbors.Layer.2..0.	Mean.Diff..to.neighbors.Layer.3..0.	Mean.Diff..to.neighbors..abs..Layer.1..0.	Mean.Diff..to.neighbors..abs..Layer.2..0.	Mean.Diff..to.neighbors..abs..Layer.3..0.	Rel..border.to.brighter.objects.Layer.1	Rel..border.to.brighter.objects.Layer.2	Rel..border.to.brighter.objects.Layer.3	Mean.diff..to.scene.Layer.1	Mean.diff..to.scene.Layer.2	Mean.diff..to.scene.Layer.3	Ratio.to.scene.Layer.1	Ratio.to.scene.Layer.2	Ratio.to.scene.Layer.3	HSI.Transformation.Hue.R.Layer.1.G.Layer.2.B.Layer.3.	Area..Pxl.	Border.length..Pxl.	Length..mu_m.	Length.Width	Number.of.pixels	Rel..Border.to.Image.Border	Volume..Pxl.	Width..mu_m.	Asymmetry	Border.index	Compactness	Density	Elliptic.Fit	Radius.of.largest.enclosed.ellipse	Radius.of.smallest.enclosing.ellipse	Rectangular.Fit	Roundness	Shape.index	Area..excluding.inner.polygons...Pxl.	Area..including.inner.polygons...Pxl.	Average.length.of.edges..polygon...Pxl.	Compactness..polygon.	Length.of.longest.edge..polygon...Pxl.	Number.of.edges..polygon.	Number.of.inner.objects..polygon.	Perimeter..polygon...Pxl.	Stddev.of.length.of.edges..polygon...Pxl.	Mean.of.sub.objects..stddev.Layer.1..1.	Area.of.sub.objects..mean..1...Pxl.	Area.of.sub.objects..stddev..1...Pxl.	Density.of.sub.objects..mean..1.	Density.of.sub.objects..stddev..1.	Asymmetry.of.sub.objects..mean..1.	Asymmetry.of.sub.objects..stddev..1.	Direction.of.sub.objects..mean..1.	Direction.of.sub.objects..stddev..1.	GLCM.Homogeneity..quick.8.11..Layer.1..all.dir..	GLCM.Contrast..quick.8.11..Layer.1..all.dir..	GLCM.Dissimilarity..quick.8.11..Layer.1..all.dir..	GLCM.Entropy..quick.8.11..Layer.1..all.dir..	GLCM.Ang..2nd.moment..quick.8.11..Layer.1..all.dir..	GLCM.Mean..quick.8.11..Layer.1..all.dir..	GLCM.StdDev..quick.8.11..Layer.1..all.dir..	GLCM.Correlation..quick.8.11..Layer.1..all.dir..	Number.of.sub.objects.Nucleus..1.	Number.of.sub.objects.Dark..1.	Area.of.sub.objects.Nucleus..1...Pxl.	Area.of.sub.objects.Dark..1...Pxl.	Rel..area.of.sub.objects.Nucleus..1.	Rel..area.of.sub.objects.Dark..1.	Rel..area.of.sub.objects.unclassified..1.
2	230.34966887	145.22225166	229.07549669	17.98100865	39.872560336	18.532530793	-0.59621566604	0.79005090419	-0.42911040156	0.38096527383	0.24017675015	0.37885797601	142	56	143	255	255	255	223.58866279	132.19040698	224.04360465	194.51585014	99.433717579	195.97118156	27.829399142	30.258583691	26.918454936	128.64756377	274.32645618	109.11034715	58.19234807	99.49223996	53.06639412	46.525554223	55.087247093	34.993440545	216.625	170.875	231.375	28.90042171	28.883115743	26.600928085	0.13341221793	0.16903067004	0.11496889502	46.093734781	63.009355721	36.61638583	46.093734781	63.009355721	36.61638583	0	0	0	20.281498809	27.514963683	19.511351693	1.0965472247	1.2337575197	1.0931044368	0.83582797064	3775	932	191292890.74	3.1118545178	3775	0	3775	61472311.654	0.88931277897	3.2361111111	3.1150241581	1.1298935057	0.13854304636	0.04487809454	2.3492426672	0.51056956093	2.3043645727	3.7922542179	3761.5	3761.5	5.8179816334	0.077768519813	18.439088915	134	0	779.60953887	3.4513220978	0	3775	0	1.1298935057	0	0.88931277897	0	156.86422025	0	0.10488387949	344.40859834	12.488593715	7.8272341791	0.0014418279237	228.09613585	19.914666842	0.7521914053	0	0	0	0	0	0	1
2	212.26607841	84.588771764	203.16297525	24.114422242	39.894277576	24.507330169	-0.840931044	0.70873915721	-0.090014002129	0.42451702243	0.16917151242	0.40631146515	66	0	73	255	242	255	207.04322767	90.211335255	203.59173871	210.92585551	97.468631179	208.4134981	-3.1772334294	-5.0367435159	-3.9250720461	50.333853004	-178.74325294	1.4602548236	69.086185946	97.17222614	58.455944845	48.531606369	61.860002645	37.253589628	221.125	115.9375	219.25	11.11797531	16.588658588	14.467636296	0.050279142161	0.14308276949	0.065986938637	7.1882806863	-24.731733992	-4.1602377883	21.08936431	43.99805359	19.107397935	0.35878962536	0.70677233429	0.57204610951	2.1979083431	-33.118516209	-6.4011697503	1.0104628338	0.71863665556	0.96945484281	0.84521628967	16886	1388	252118836.32	1.4008440205	16886	0	16886	179976380.41	0.5969467814	2.6287878788	2.6871630696	2.0162302955	0.57361127561	0.4729293109	1.512446195	0.7512010775	1.0395168841	2.6703370552	16910.5	16910.5	6.2621120522	0.1583318836	40.447496832	185	0	1158.4907297	4.5750987394	14.369608768	888.73684211	3053.8050267	1.3280310895	0.2565303376	0.8077659634	0.15556138314	90.168617489	22.399004404	0.092133239439	247.42120918	11.217510636	8.3958252785	0.00038087670077	212.01250594	24.200772735	0.88812917577	2	15	367	2473	0.021733980813	0.1464526827	0.83181333649
2	223.62015782	136.77654232	224.68077475	32.207923555	55.974021009	27.631152557	-1.3681911385	0.21721003635	-0.89482454699	0.3822060623	0.23377509508	0.38401884262	79	0	91	255	247	255	212.56558773	118.29982964	216.53151618	174.42546064	75.988274707	179.80067002	33.362623762	36.742574257	33.004950495	159.60760098	367.37326285	150.51867414	80.465972006	147.31650367	74.083895975	60.398246835	73.100892716	45.178997473	138.8125	24.875	185.5	42.245145801	21.406409671	28.41214529	0.30433243261	0.86055918275	0.15316520372	62.35277756	76.745377401	50.093230041	64.13798817	82.087466469	51.829619082	0.040841584158	0.040841584158	0.040841584158	13.551987754	19.069254351	15.116629753	1.0645123331	1.1620057235	1.0721336646	0.83132240071	2788	808	196844689.03	3.5555674426	2788	0	2788	55362383.701	0.86551223805	3.1317829457	3.9088203744	0.99051476883	0	0.0089730287773	2.5533736904	0.36631990505	2.5444006616	3.8256477963	2785	2785	6.5169646625	0.079201093757	28.442925307	102	0	664.73039558	4.0320197404	29.439087657	1394	1186	1.3624830907	0.41646731448	0.74256754396	0.12972599582	80.781319812	26.506272178	0.11090142034	718.56254016	17.661714636	8.0153255248	0.0037627491986	219.98445304	34.764890214	0.83828922339	1	0	208	0	0.074605451937	0	0.92539454806
2	207.13413756	87.342876005	197.96591045	34.538519464	58.841886033	35.485098451	-0.70726325007	0.68437594936	-0.25182270016	0.4206256755	0.17736649619	0.40200782832	59	0	62	255	248	255	204.0103321	104.2302583	200.19630996	215.77494374	120.84996249	212.09602401	-10.899584076	-15.369578134	-11.137254902	-10.024655134	-109.9194665	-24.456282486	57.159853125	105.67818517	55.913522477	36.729051143	65.17717762	34.80025625	195.625	127.75	185.4375	56.62141269	93.503676398	56.302718351	0.28943853132	0.73192701682	0.30362099549	-14.160818093	-46.439901953	-18.427618636	16.823979154	55.908710907	21.38113614	0.69281045752	0.5210932858	0.69281045752	-2.9340325065	-30.364411968	-11.598234541	0.98603295061	0.74203456311	0.94465544408	0.8460891707	16662	1710	379129432.03	3.7983741399	16662	0.015789473684	16662	99813609.21	0.92796761075	2.6802507837	2.2711725465	1.218344315	0.41111511223	0.0058377681336	1.7628312478	0.66157463957	1.7569934797	3.3118644545	16663	16663	8.3492706789	0.09807923518	64.124878168	175	0	1461.1223688	8.6651282391	26.093221003	694.25	2000.1464998	1.0901727637	0.27727642731	0.91965570438	0.083188192963	81.43715653	19.256133249	0.097469751091	429.52120167	14.570815368	8.7359800136	0.0011114653457	205.95182655	34.094446713	0.9029112886	1	20	337	5278	0.020225663186	0.31676869523	0.66300564158
2	213.90721941	117.56525182	214.84831604	26.464101838	34.074176735	23.503835658	-1.392419226	-0.12161044714	-0.79234220474	0.39154142474	0.2151945424	0.39326403286	32	0	47	255	248	255	212.82704187	123.10981469	215.46053535	212.76486014	126.58391608	216.73951049	-1.411489646	-2.1930527722	-1.0981963928	8.693851016	30.252984412	17.342259492	45.553990061	90.630618309	44.937478834	30.392527582	55.592379481	28.35459738	213.9375	114.125	218.75	17.286080925	14.198921614	16.280740155	0.080799677126	0.12441552345	0.074426240709	3.5647652262	-10.801510016	-0.068989141093	14.564923094	31.770744097	13.043620217	0.34535738143	0.65263861055	0.37875751503	3.8390493451	-0.14203615594	5.2841710405	1.0182752549	0.99879331044	1.0252150531	0.83172103381	35363	1820	3.95e+08	1.618852459	35363	0.17747252747	35363	2.44e+08	0.61598603852	2.3453608247	2.7254475016	1.782009154	0.36125328733	0.45502890403	2.4015109368	0.69418341813	1.9464820327	2.4195625069	35363.5	35363.5	7.230321726	0.17562716478	323	220	0	1590.6707797	21.720194347	16.958076949	1360.1153846	5928.3466973	1.5536133183	0.30844787621	0.65557384435	0.21466912594	89.32746376	34.376995824	0.08212967192	296.12242158	12.529595194	8.540148003	0.00033400870531	213.60487017	26.451007812	0.88790760935	8	17	1897	2468	0.053643638832	0.069790458954	0.87656590221
2	235.63515941	188.36394252	238.42837899	18.18579049	40.85609211	17.123227101	-1.2456738406	-0.26954209294	-1.1709478979	0.35571464982	0.28435405829	0.35993129188	153	71	165	255	253	255	227.61511424	158.40070299	230.20913884	204.62962963	129.38800705	208.11287478	21.396782842	25.372654155	20.491957105	129.76542225	524.95913869	158.21940991	46.132335548	119.58638205	51.273714736	28.303557956	41.132697084	26.319468511	247.4375	215.6875	244.75	9.3204663912	14.88589412	9.627434757	0.037667962177	0.069016026056	0.039335790631	32.526870357	102.44567762	38.970615292	32.526870357	102.44567762	38.970615292	0	0	0	25.566989342	70.656654551	28.864233989	1.1217080595	1.6002742546	1.1377346014	0.82403458498	4454	746	180224316.05	3.5494333657	4454	0	4454	50775517.521	0.89576201898	2.3024691358	2.0545538655	1.4243938906	0.49842837899	0.26329631422	1.4658924347	0.73970375614	1.2025961205	2.7944975281	4465.5	4465.5	6.1074933852	0.1417968846	20	103	0	629.07181868	3.3106305729	0	4454	0	1.4243938906	0	0.89576201898	0	119.53197444	0	0.1447384343	191.26247357	9.5273153994	7.4555742042	0.0026850555447	234.09675238	18.867053099	0.85518830033	0	0	0	0	0	0	1
2	197.58357005	89.198272924	198.69935235	32.428419743	34.166892596	25.76505881	-1.422312033	0.36385177014	-0.68463907189	0.40698501189	0.18373167444	0.40928331367	13	0	75	255	224	255	197.22996795	97.732371795	199.33413462	219.82626101	122.83907126	220.72778223	-20.767749699	-22.463898917	-19.817689531	-76.499929236	-208.94198732	-58.101774043	56.178618738	76.125648062	46.464647237	30.871660315	49.514744685	27.576255791	229.75	186.5	237.8125	10.383279829	11.837440602	8.0948961544	0.045193818623	0.063471531377	0.034038985143	-23.743652977	-46.064999829	-21.600200937	23.743652977	48.36985773	21.869771129	1	0.84416365824	0.91937424789	-12.484600016	-28.509015049	-10.86479265	0.94056881625	0.75779736718	0.94815528844	0.8316350513	8801	1666	348334352.59	2.7254770109	8801	0.0024009603842	8801	127806747.66	0.85624510967	3.929245283	5.0584570735	0.92747347194	0	0.010816772075	3.0434337072	0.34859439585	3.0326169351	4.4396526723	8790	8790	6.1190976309	0.056252289196	22.135943621	229	0	1401.2733575	3.8305509646	23.439847576	366.70833333	549.79954523	1.4520768315	0.38625916403	0.70951919427	0.24331574761	106.94464042	46.528429065	0.070974847561	421.85620152	14.416139848	8.7803828861	0.00023708235838	198.06573449	32.525112283	0.89476980193	5	15	1557	2537	0.17691171458	0.28826269742	0.534825588
2	208.43355525	82.155844717	198.40640671	33.588551163	50.266299827	32.441796917	-1.0885644012	0.89478785675	-0.35287004628	0.42624814447	0.16800930314	0.40574255239	9	0	64	255	255	255	204.67405063	81.018196203	194.21756329	211.67013611	93.124099279	202.13450761	-5.5882352941	-9.3121248499	-6.2034813926	22.68558546	-177.22878818	-8.4659289656	67.920704497	116.35717562	62.550951423	45.270472037	70.61622181	38.801845473	201.1875	123.375	202.1875	65.510704039	79.195860845	63.68498523	0.32562015055	0.64191173937	0.31497983421	-8.5922615056	-35.416648621	-11.29497386	13.632192096	46.239055042	17.698513729	0.4093637455	0.61884753902	0.44537815126	-1.6346148169	-35.551443256	-11.157738287	0.9922186459	0.69796735727	0.94675740792	0.84656758834	23132	1690	472672823.72	4.5071175896	23132	0.014201183432	23132	104872529.8	0.94931822444	2.1392405063	2.1429359671	1.1791545384	0.407141622	0.39035681682	1.6617681881	0.72317704616	1.2714113712	2.777922475	23150.5	23150.5	7.2407402598	0.1474307359	27.018512172	194	0	1404.7036104	4.8867516867	18.212468598	856.74074074	3071.5032945	1.1671758682	0.33633674154	0.87383577208	0.15308014422	51.921777945	23.739266352	0.090347648698	429.83592558	14.459157104	8.7541820133	0.00067943495211	207.57199131	33.266597423	0.89766195929	5	20	890	5508	0.038474840048	0.23811170673	0.72341345322
2	218.42533121	128.28012719	215.35951245	24.219794087	47.174032701	25.232255611	-0.50244849366	0.1749541903	-0.36759891264	0.38861224688	0.22823006919	0.38315768394	87	8	95	255	247	255	214.27020785	120.90415704	213.04965358	204.72596154	101.81891026	201.72916667	8.6967418546	10.94235589	8.5852130326	58.326035076	299.38819851	70.979635667	49.471635765	106.20033714	53.654370198	31.223060874	54.35530405	30.837755363	224.625	150.9375	222.1875	26.502063599	40.867879732	29.30277024	0.11798358864	0.27076027979	0.13188307281	14.341172902	42.777159346	17.139481916	14.341172902	42.777159346	17.139481916	0	0	0	8.3571611486	10.572839213	5.7953674576	1.0397830911	1.0898231486	1.0276543846	0.83900163038	9435	1042	2.44e+08	1.952	9435	0.23416506718	9435	1.25e+08	0.56476327068	2.5291262136	3.2326444091	1.6721394464	0.37297297297	0.36027038605	2.3893378522	0.70558695163	2.0290674662	2.6818641533	9393	9393	8.5999436511	0.13682411743	244	108	0	928.79391432	23.239191976	14.450295667	1572.5	3070.2125198	1.4962900071	0.20961035588	0.66968564881	0.19447799598	152.65753673	41.919827515	0.10172082268	215.41271106	10.723294802	8.2435937413	0.00066317371968	217.73400966	24.031041492	0.90193821897	0	5	0	1001	0	0.10609432962	0.89390567038
2	183.40990811	30.746304435	169.24650419	43.166271339	24.182320397	25.201567807	-1.9674050323	1.4827962753	-1.4748968758	0.47837404406	0.080193235708	0.44143272023	0	0	53	251	169	244	181.75274725	50.635531136	175.75274725	211.15551537	87.056057866	204.83905967	-26.749295775	-31.707042254	-26.247887324	-176.92100623	-2399.0877128	-220.59363453	71.053172135	100.47844568	70.020786684	33.583432861	70.376499746	35.739231564	209.125	33	188.25	24.831620467	35.630043503	30.316043607	0.1187405641	1.079698288	0.1610414003	-38.708991869	-104.43675561	-48.452741584	38.708991869	104.43675561	48.452741584	1	1	1	-26.658261955	-86.960983538	-40.317640801	0.87309709059	0.26120986189	0.80761193284	0.84879587491	2503	710	199339193.59	4.8806176236	2503	0	2503	40843026.224	0.96042294868	2.6492537313	3.2527430728	0.92357666048	0.12345185777	0.11426485392	2.0300577185	0.55668166001	1.9157928646	3.5478719151	2473	2473	7.7413908567	0.085230291928	63	78	0	603.82848682	8.1076584551	43.582827027	417.16666667	395.69576557	1.2507912977	0.17491946563	0.9077044644	0.032104983868	77.434138352	13.420452472	0.094967707294	395.65984603	12.604314247	8.428455434	0.00033575727962	184.76928862	43.430564458	0.94610673478	1	4	181	1059	0.072313224131	0.42309228925	0.50459448662
2	206.34898498	82.900713611	197.53608785	33.580497151	56.245746245	33.133235234	-1.0621027069	0.88401599109	-0.15939911904	0.42390100682	0.17030224777	0.40579674541	0	0	57	255	255	255	201.79039301	84.227074236	192.24541485	212.07168459	102.48864994	203.37156511	-7.872985782	-10.872985782	-7.854028436	-15.888633652	-179.03601926	-21.023388262	59.521086465	112.69572604	59.900790961	36.948353435	68.513166307	36.814676586	211.0625	72.5	197.0625	12.214073594	11.683321446	12.462286859	0.05786946328	0.16114926132	0.063240275845	-1.7026441898	-16.386275067	-2.8633492294	12.835163011	41.697230042	16.592512102	0.75734597156	0.75734597156	0.75734597156	-3.7191850867	-34.806574362	-12.028057147	0.9822953421	0.70429550318	0.94260441285	0.84523156546	30689	1368	3.22e+08	1.7988826816	30689	0.22880116959	30689	1.79e+08	0.66476901787	1.868852459	1.8781322298	1.9645591779	0.57958877774	0.40605281402	1.7338418723	0.82348964186	1.3277890582	1.9522468801	30627	30627	9.7852500151	0.25723948711	185.00270268	125	0	1223.1562519	20.769299278	26.471533497	613.78	2889.6776518	1.4367897374	0.30102735496	0.75512333883	0.18603371073	70.97564215	33.723836306	0.094042700896	375.38298238	13.404783189	8.7520232977	0.00056123775727	205.59752191	33.327552252	0.91160247515	10	38	2768	5952	0.090195183942	0.19394571345	0.71585910261
1	146.46355123	88.186742563	188.23283144	43.556136536	46.316400723	35.433861387	-0.028811004329	0.39164972758	-0.3375826437	0.34634522517	0.20853691553	0.4451178593	14	0	39	255	236	255	137.83759591	84.460358056	179.02685422	170.73888889	121.51851852	206.92962963	-33.422857143	-34.685714286	-29.035714286	-107.03969814	-257.07390272	-48.140961614	83.030490354	93.50597946	65.252635283	50.048096468	58.230797697	38.896914039	146.1875	76.875	190	18.537862437	17.560164435	17.399712641	0.12680880675	0.22842490323	0.091577434954	-35.976406727	-49.568583942	-23.098402346	35.976406727	49.568583942	23.098402346	1	1	1	-36.864908679	-55.785097961	-20.155285438	0.79891333458	0.61252771544	0.90328006347	0.76374993653	10892	948	2.15e+08	1.7338709677	10892	0.26160337553	10892	1.24e+08	0.68166547349	2.1743119266	2.4476680132	1.6526766823	0.35255233199	0.33274272196	1.9710000458	0.73002300401	1.6382573239	2.2708818001	10877.5	10877.5	10.143440172	0.19284101941	203	83	0	841.90553426	22.265083017	34.689156139	311.2	200.95867379	1.6054962232	0.36861230287	0.66773532917	0.21170853734	179.32634283	50.129124331	0.050842317696	699.71877364	19.248814035	9.526781739	9.8662515754e-05	147.01065961	43.63556181	0.90346905274	11	22	3626	6366	0.33290488432	0.58446566287	0.082629452809
1	156.11260115	99.334687418	193.38098734	50.110220271	56.987798889	40.095144651	-0.13498726819	0.3111490963	-0.40571347118	0.34782256272	0.22132002984	0.43085740743	8	0	34	255	254	255	167.51504035	115.13059428	200.1782832	197.55510753	153.5188172	220.88037634	-24.612968592	-27.164133739	-20.046605876	-219.1945039	-560.64416756	-102.24399688	118.07171505	155.61455156	85.245904108	62.059516764	83.74583123	44.899699173	181.6875	116.1875	212.5625	26.257662572	26.01974911	20.121408841	0.14452101863	0.22394619998	0.094661141269	-46.074508359	-70.553065291	-28.679601452	47.84450301	70.553065291	30.818912812	0.63525835866	1	0.63525835866	-27.215858761	-44.637153106	-15.007129533	0.85154591505	0.68995914102	0.92798471545	0.76728716561	61296	1608	3.94e+08	1.4701492537	61296	0.38619402985	61296	2.68e+08	0.52660926741	1.5889328063	1.7226572696	2.0658972801	0.51934873401	0.34224763117	1.7099313633	0.78614682273	1.3676837321	1.6237156843	61266	61266	12.007255382	0.37082294135	355	120	0	1440.8706459	39.743410022	34.037208081	348.27272727	354.00501496	1.6127833035	0.38817408905	0.59085672734	0.25063365105	81.655394386	48.061567944	0.049177698534	850.3055207	21.489428733	9.88199709	7.6907205382e-05	155.88383108	49.958420437	0.91085438326	58	102	21864	26142	0.3566953798	0.42648786218	0.21681675803
1	133.55525447	72.37251249	179.04352612	42.16916904	44.650493305	35.077548131	0.12304572268	0.46070361667	-0.10057654006	0.34692263259	0.18799456944	0.46508279797	4	0	39	255	229	255	149.0212766	92.738878143	186.06640877	181.30642955	128.10328317	213.76812585	-29.003152916	-31.104046243	-25.955333684	-481.96158422	-1290.4402261	-224.60961106	117.31746806	149.64400951	85.685918724	54.228536987	75.562490284	39.215974602	125.5	68.375	169.4375	42.014878317	42.016179919	37.578199714	0.33477990691	0.61449623282	0.22178207135	-62.534623463	-81.840955829	-40.050242876	62.534623463	81.840955829	40.050242876	1	1	1	-49.773205442	-71.599328034	-29.344590749	0.72850257147	0.50268519335	0.85918299378	0.76226080527	11809	1992	440509377.53	3.9406593261	11809	0.044678714859	11809	111785704.14	0.93341545306	3.6752767528	4.1699255606	0.94654222216	0.07341857905	0.06581781544	2.183667514	0.53113323562	2.1178496986	4.582714285	11865	11865	6.8832520886	0.052000465728	76	246	0	1693.2800138	6.2265812051	29.933367626	369.03125	226.25034315	1.5440415611	0.39285749804	0.69764289874	0.22458549754	76.614223064	36.435167336	0.050370684022	731.97274324	19.797616569	9.5615460905	9.4537495937e-05	134.83913867	42.895088517	0.89503805533	8	23	2865	8437	0.24261156745	0.71445507664	0.042933355915
1	144.06815251	80.006723153	181.10876773	40.942728473	47.349198832	34.221565439	-0.12099469433	0.78384481324	-0.48420372215	0.35556260689	0.19745792916	0.44697946396	7	0	39	255	255	255	165.81968179	116.03064231	192.41720684	190.22228571	143.68857143	213.83142857	-23.398351648	-25.434065934	-20.967490842	-337.06049287	-946.93179364	-192.6987492	101.72696564	128.30943911	78.204244284	48.961668762	67.185401327	36.56175759	207.8125	181.0625	215.125	49.418137801	61.229556537	40.978462331	0.23780156536	0.338168072	0.1904867511	-53.169302487	-80.371567462	-37.29729372	54.64359386	81.556581143	38.680126062	0.93956043956	0.93956043956	0.93956043956	-39.260307395	-63.965117371	-27.279349145	0.78584717608	0.55571091446	0.8690935474	0.77227189887	10858	2184	421971473.7	1.8666967631	10858	0	10858	226052501.96	0.90259192148	4.9636363636	8.785016337	0.86850691453	0	0.029607159298	3.7968337367	0.2416623818	3.7672265774	5.2398363583	10922.5	10922.5	7.1271734584	0.038187495663	55	266	0	1895.8281399	6.8521044831	33.54862901	278.41025641	185.36239183	1.4712877682	0.42661270288	0.69776992114	0.24112807661	108.01044982	45.579447785	0.053625464157	748.9276534	19.487237121	9.4866854299	0.00011082287819	145.10811472	42.112795913	0.88817485175	12	26	4488	6161	0.41333578928	0.56741573034	0.019248480383
1	164.10547428	97.631193959	187.26403964	53.492619341	65.513333206	41.803879109	-0.15808906229	0.49046186765	-0.15616680864	0.36549045781	0.21744106912	0.41706847307	14	0	51	255	253	255	174.02692308	132.83846154	197.80576923	202.9193858	165.53358925	224.19385797	-26.125	-28.762195122	-24.414634146	-326.46903578	-997.57880188	-236.9785536	110.11536433	151.08858263	88.516640193	44.956663299	61.866422594	32.420589226	216.4375	133.625	211.75	17.385226307	44.308400727	18.965429075	0.080324464601	0.33158765745	0.089565190437	-58.390655076	-102.31835173	-49.26423068	58.390655076	102.31835173	49.26423068	1	1	1	-19.222985629	-46.340646565	-21.124077232	0.89514456381	0.67812701153	0.89863108536	0.79027143048	8476	656	158732041.08	1.8381352817	8476	0	8476	86354928.639	0.53768908131	1.6994818653	1.6171890137	2.1382306952	0.73383671543	0.74658843019	1.4230126181	0.87073320353	0.67642418794	1.7813463737	8460.5	8460.5	6.8883917544	0.32523795675	52.239831546	83	0	571.73651561	6.5664101825	39.309034082	302.71428571	365.8597367	1.387404514	0.32433735032	0.75239968419	0.18857147953	8.5108684297	32.824650059	0.065251154974	775.85152868	19.679167263	9.4902233367	0.00022939263203	163.56107148	53.066116727	0.92857035796	3	23	1151	4909	0.13579518641	0.57916470033	0.28504011326
1	219.3748184	187.88668281	235.50556901	28.427179731	37.048266952	21.135882139	-0.81788201808	-0.46441649357	-1.1701972199	0.34129753773	0.29230912957	0.3663933327	82	23	143	255	255	255	203.26283988	167.38217523	227.64048338	157.91230769	118.92769231	189.32461538	40.864608076	42.827790974	35.318289786	351.93763305	522.07457428	219.13903061	99.841274658	119.0688608	70.270382339	46.862907652	49.744342788	38.39622065	159.875	123.6875	189.5	44.412660076	51.014359192	40.034360242	0.27779615372	0.41244555183	0.21126311473	64.948489534	90.206412785	42.627809089	64.948489534	90.206412785	42.627809089	0	0	0	36.046358493	43.914842285	27.117452134	1.1966217275	1.3050238305	1.1301295512	0.77687551483	2065	860	1.35e+08	1.7307692308	2065	0.020930232558	2065	7.8e+07	0.75686861304	4.5263157895	5.0992736077	0.97851365066	0	0.01009687211	2.9733568601	0.26675727683	2.963259988	4.7312776175	2072	2072	7.0221153709	0.04789302706	18.439088915	105	0	737.32211395	4.4833442299	1.3796036599	1032.5	1.5	1.2185064679	0.2254180706	0.64819354584	0.27703415355	32.425115345	42.461632439	0.070122947394	1093.1506937	22.283628033	8.423633682	0.00085145286873	213.68922925	35.331588649	0.74976773383	0	0	0	0	0	0	1
1	152.53955606	94.123343361	191.75518335	43.37115163	46.927044256	36.239042779	0.012573208191	0.44917039445	-0.25686137345	0.34793171645	0.214688552	0.43737973155	20	0	66	255	243	255	152.04285714	92.832142857	189.02738095	159.55168409	101.21835075	195.54471545	-6.823633157	-7.2742504409	-5.8791887125	-32.512665051	-83.645525761	-14.101951406	78.403879736	88.005708117	62.777349261	48.634342558	55.324558081	38.466626167	175.0625	104.3125	203.875	22.456816198	25.721388838	20.584809326	0.12827885011	0.24658012067	0.10096779559	-13.771264223	-20.305084895	-8.9067770818	19.19999835	24.839767828	12.719146388	0.44532627866	0.66931216931	0.44532627866	-30.788903848	-49.848497163	-16.632933525	0.83205606013	0.65376217334	0.92018290786	0.76638859602	12299	1134	216232172.92	2.0046723934	12299	0	12299	107864094.72	0.73127350439	2.3924050633	1.8963889406	1.8918847367	0.63476705423	0.43287634005	1.4279030123	0.80257162794	0.99502667227	2.5563373325	12263.5	12263.5	6.2410373986	0.16901103413	18.110770276	153	0	954.87872199	3.3270879721	31.073383696	236.51923077	153.2961551	1.6433396891	0.3715577138	0.5734630516	0.25464417734	2.1371363033	45.295598436	0.04758328471	814.95458373	21.037931309	9.6103153985	9.3280234371e-05	152.37815851	43.530775678	0.8859820931	16	33	5355	5761	0.43540125213	0.46841206602	0.096186681844
